library_function_call,last_method_call,line,file,config,Responsable_AI_principles,Repos
tensorflow_privacy.privacy.estimators.binary_class_head.DPBinaryClassHead,binary_class_head.DPBinaryClassHead,46,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.optimizers.dp_optimizer_keras.DPKerasSGDOptimizer,DPKerasSGDOptimizer,47,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_model_fn,test_utils.make_model_fn,52,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,56,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,59,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,61,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,64,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,66,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.head_utils.binary_or_multi_class_head,head_utils.binary_or_multi_class_head,33,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/dnn.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,23,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.dnn.DNNClassifier,dnn.DNNClassifier,35,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,44,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,47,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,49,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,52,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,54,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.binary_class_head.DPBinaryClassHead,DPBinaryClassHead,37,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/head_utils.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.multi_class_head.DPMultiClassHead,DPMultiClassHead,42,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/head_utils.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.multi_class_head.DPMultiClassHead,multi_class_head.DPMultiClassHead,20,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,45,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.multi_class_head.DPMultiClassHead,multi_class_head.DPMultiClassHead,50,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.optimizers.dp_optimizer_keras.DPKerasSGDOptimizer,DPKerasSGDOptimizer,51,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_model_fn,test_utils.make_model_fn,56,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,60,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,63,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,65,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,68,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,70,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.multi_label_head.DPMultiLabelHead,multi_label_head.DPMultiLabelHead,20,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_label_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_multilabel_input_data,test_utils.make_multilabel_input_data,46,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_label_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.multi_label_head.DPMultiLabelHead,multi_label_head.DPMultiLabelHead,51,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_label_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.optimizers.dp_optimizer_keras.DPKerasSGDOptimizer,DPKerasSGDOptimizer,52,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_label_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_model_fn,test_utils.make_model_fn,57,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_label_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,61,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_label_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_multilabel_input_data,test_utils.make_multilabel_input_data,64,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_label_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,66,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_label_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_multilabel_input_data,test_utils.make_multilabel_input_data,69,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_label_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,71,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/multi_label_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.v1.head._binary_logistic_or_multi_class_head,head_lib._binary_logistic_or_multi_class_head,30,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/dnn.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,24,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.v1.dnn.DNNClassifier,dnn.DNNClassifier,36,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,45,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,48,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,50,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,53,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,55,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,48,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.v1.head._binary_logistic_or_multi_class_head,head_lib._binary_logistic_or_multi_class_head,53,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.optimizers.dp_optimizer.DPGradientDescentGaussianOptimizer,DPGradientDescentGaussianOptimizer,58,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,67,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,70,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,72,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,75,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,77,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/v1/head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,112,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/codelabs/codelab.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack.run_attacks,mia.run_attacks,121,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/codelabs/codelab.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,122,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/codelabs/codelab.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.plotting.plot_roc_curve,plotting.plot_roc_curve,131,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/codelabs/codelab.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,87,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/codelabs/privacy_report_codelab.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.PrivacyReportMetadata,PrivacyReportMetadata,111,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/codelabs/privacy_report_codelab.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack.run_attacks,mia.run_attacks,119,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/codelabs/privacy_report_codelab.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,120,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/codelabs/privacy_report_codelab.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,125,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/codelabs/privacy_report_codelab.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_by_epochs,privacy_report.plot_by_epochs,132,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/codelabs/privacy_report_codelab.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_privacy_vs_accuracy,privacy_report.plot_privacy_vs_accuracy,135,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/codelabs/privacy_report_codelab.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,23,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/dataset_slicing.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,86,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/dataset_slicing.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,97,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/dataset_slicing.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,99,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/dataset_slicing.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,102,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/dataset_slicing.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,108,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/dataset_slicing.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,112,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/dataset_slicing.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,113,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/dataset_slicing.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,31,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/dataset_slicing_test.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,34,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/dataset_slicing_test.py,privacy,Privacy,
tensorflow_privacy.privacy.membership_inference_attack.dataset_slicing.get_single_slice_specs,get_single_slice_specs,36,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/dataset_slicing_test.py,privacy,Privacy,
