,library_function_call,last_method_call,line,file,config,Responsable_AI_principles,Repos
4941,tensorflow_privacy.tree_aggregation.get_step_idx,tfp.tree_aggregation.get_step_idx,621,NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\dp_fedavg_test.py,privacy,Privacy,federated_learning_differential_privacy
4942,tensorflow_privacy.tree_aggregation.GaussianNoiseGenerator,tfp.tree_aggregation.GaussianNoiseGenerator,103,NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\optimizer_utils.py,privacy,Privacy,federated_learning_differential_privacy
4943,tensorflow_privacy.tree_aggregation.EfficientTreeAggregator,tfp.tree_aggregation.EfficientTreeAggregator,107,NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\optimizer_utils.py,privacy,Privacy,federated_learning_differential_privacy
4944,tensorflow_privacy.tree_aggregation.TreeAggregator,tfp.tree_aggregation.TreeAggregator,110,NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\optimizer_utils.py,privacy,Privacy,federated_learning_differential_privacy
4959,differential_privacy.secret_sharer.generate_secrets,secret_sharer.generate_secrets,248,NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\run_stackoverflow_with_secrets.py,privacy,Privacy,federated_learning_differential_privacy
4960,differential_privacy.secret_sharer.stackoverflow_with_secrets,secret_sharer.stackoverflow_with_secrets,257,NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\run_stackoverflow_with_secrets.py,privacy,Privacy,federated_learning_differential_privacy
4961,differential_privacy.secret_sharer.compute_exposure,secret_sharer.compute_exposure,327,NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\run_stackoverflow_with_secrets.py,privacy,Privacy,federated_learning_differential_privacy
4962,differential_privacy.run_stackoverflow_with_secrets.PermuteAndBatch,run_stackoverflow_with_secrets.PermuteAndBatch,28,NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\run_stackoverflow_with_secrets_test.py,privacy,Privacy,federated_learning_differential_privacy
4963,differential_privacy.secret_sharer.stackoverflow_with_secrets,secret_sharer.stackoverflow_with_secrets,36,NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\secret_sharer_test.py,privacy,Privacy,federated_learning_differential_privacy
4985,yellowbrick.cluster.KElbowVisualizer,KElbowVisualizer,62,ocelotconsulting\customer_segmentation\src\segment.py,yellowbrick,Transparency & Explainability,customer_segmentation
4986,shap.Explainer,shap.Explainer,517,OmdenaAI\omdena-colombia-career-recommender-system\src\tasks\Task2-recommender\10-major-career-rs-colombia.py,,,omdena-colombia-career-recommender-system
4987,shap.Explainer,shap.Explainer,530,OmdenaAI\omdena-colombia-career-recommender-system\src\tasks\Task2-recommender\10-major-career-rs-colombia.py,,,omdena-colombia-career-recommender-system
4988,shap.initjs,shap.initjs,535,OmdenaAI\omdena-colombia-career-recommender-system\src\tasks\Task2-recommender\10-major-career-rs-colombia.py,,,omdena-colombia-career-recommender-system
4989,shap.force_plot,shap.force_plot,536,OmdenaAI\omdena-colombia-career-recommender-system\src\tasks\Task2-recommender\10-major-career-rs-colombia.py,,,omdena-colombia-career-recommender-system
4990,shap.initjs,shap.initjs,538,OmdenaAI\omdena-colombia-career-recommender-system\src\tasks\Task2-recommender\10-major-career-rs-colombia.py,,,omdena-colombia-career-recommender-system
4991,shap.force_plot,shap.force_plot,539,OmdenaAI\omdena-colombia-career-recommender-system\src\tasks\Task2-recommender\10-major-career-rs-colombia.py,,,omdena-colombia-career-recommender-system
4992,shap.summary_plot,shap.summary_plot,540,OmdenaAI\omdena-colombia-career-recommender-system\src\tasks\Task2-recommender\10-major-career-rs-colombia.py,,,omdena-colombia-career-recommender-system
4993,shap.summary_plot,shap.summary_plot,541,OmdenaAI\omdena-colombia-career-recommender-system\src\tasks\Task2-recommender\10-major-career-rs-colombia.py,,,omdena-colombia-career-recommender-system
4994,yellowbrick.cluster.KElbowVisualizer,KElbowVisualizer,181,OmdenaAI\omdena-colombia-career-recommender-system\src\tasks\Task2-recommender\careersnlp.py,yellowbrick,Transparency & Explainability,omdena-colombia-career-recommender-system
4995,yellowbrick.cluster.KElbowVisualizer,KElbowVisualizer,185,OmdenaAI\omdena-colombia-career-recommender-system\src\tasks\Task2-recommender\careersnlp.py,yellowbrick,Transparency & Explainability,omdena-colombia-career-recommender-system
4996,yellowbrick.cluster.KElbowVisualizer,KElbowVisualizer,207,OmdenaAI\omdena-colombia-career-recommender-system\src\tasks\Task2-recommender\careersnlp_updated.py,yellowbrick,Transparency & Explainability,omdena-colombia-career-recommender-system
4997,yellowbrick.cluster.KElbowVisualizer,KElbowVisualizer,211,OmdenaAI\omdena-colombia-career-recommender-system\src\tasks\Task2-recommender\careersnlp_updated.py,yellowbrick,Transparency & Explainability,omdena-colombia-career-recommender-system
4998,yellowbrick.cluster.KElbowVisualizer,KElbowVisualizer,74,OmdenaAI\omdena-colombia-career-recommender-system\src\tasks\Task2-recommender\Clustering_Career_Description.py,yellowbrick,Transparency & Explainability,omdena-colombia-career-recommender-system
4999,yellowbrick.cluster.KElbowVisualizer,KElbowVisualizer,77,OmdenaAI\omdena-colombia-career-recommender-system\src\tasks\Task2-recommender\Clustering_Career_Description.py,yellowbrick,Transparency & Explainability,omdena-colombia-career-recommender-system
5000,eli5.show_prediction,eli5.show_prediction,70,peterhurford\mystery_machine_learning\model_app.py,eli5,Transparency & Explainability,mystery_machine_learning
5001,eli5.explain_prediction,eli5.explain_prediction,80,peterhurford\mystery_machine_learning\model_app.py,eli5,Transparency & Explainability,mystery_machine_learning
5002,eli5.show_weights,eli5.show_weights,91,peterhurford\mystery_machine_learning\model_app.py,eli5,Transparency & Explainability,mystery_machine_learning
5003,explainerdashboard.ClassifierExplainer,ClassifierExplainer,79,Practicum-Team-2\LungCancerClassifier\app2.py,explainerdashboard,Transparency & Explainability,LungCancerClassifier
5004,explainerdashboard.ExplainerDashboard,ExplainerDashboard,87,Practicum-Team-2\LungCancerClassifier\app2.py,explainerdashboard,Transparency & Explainability,LungCancerClassifier
5005,explainerdashboard.ClassifierExplainer,ClassifierExplainer,75,Practicum-Team-2\LungCancerClassifier\rf_dashboard\random_forest_dashboard.py,explainerdashboard,Transparency & Explainability,LungCancerClassifier
5006,explainerdashboard.ExplainerDashboard,ExplainerDashboard,84,Practicum-Team-2\LungCancerClassifier\rf_dashboard\random_forest_dashboard.py,explainerdashboard,Transparency & Explainability,LungCancerClassifier
5007,tensorflow_privacy.privacy.optimizers.dp_optimizer.DPGradientDescentGaussianOptimizer,DPGradientDescentGaussianOptimizer,206,PrivPkt\PrivPkt\DPSGD\DPSGD.py,privacy,Privacy,PrivPkt
5008,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,compute_rdp,384,PrivPkt\PrivPkt\DPSGD\DPSGD.py,privacy,Privacy,PrivPkt
5009,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,get_privacy_spent,392,PrivPkt\PrivPkt\DPSGD\DPSGD.py,privacy,Privacy,PrivPkt
5010,yellowbrick.classifier.ClassificationReport,ClassificationReport,50,qemtek\football_trading\packages\football_trading\football_trading\src\ModelEvaluator.py,yellowbrick,Transparency & Explainability,football_trading
5011,yellowbrick.classifier.DiscriminationThreshold,DiscriminationThreshold,61,qemtek\football_trading\packages\football_trading\football_trading\src\ModelEvaluator.py,yellowbrick,Transparency & Explainability,football_trading
5012,yellowbrick.classifier.ROCAUC,ROCAUC,71,qemtek\football_trading\packages\football_trading\football_trading\src\ModelEvaluator.py,yellowbrick,Transparency & Explainability,football_trading
5013,yellowbrick.classifier.ClassPredictionError,ClassPredictionError,89,qemtek\football_trading\packages\football_trading\football_trading\src\ModelEvaluator.py,yellowbrick,Transparency & Explainability,football_trading
5014,yellowbrick.classifier.ConfusionMatrix,ConfusionMatrix,102,qemtek\football_trading\packages\football_trading\football_trading\src\ModelEvaluator.py,yellowbrick,Transparency & Explainability,football_trading
5015,yellowbrick.regressor.ResidualsPlot,ResidualsPlot,119,qemtek\football_trading\packages\football_trading\football_trading\src\ModelEvaluator.py,yellowbrick,Transparency & Explainability,football_trading
5016,yellowbrick.regressor.PredictionError,PredictionError,133,qemtek\football_trading\packages\football_trading\football_trading\src\ModelEvaluator.py,yellowbrick,Transparency & Explainability,football_trading
5017,shap.TreeExplainer,shap.TreeExplainer,146,qemtek\football_trading\packages\football_trading\football_trading\src\ModelEvaluator.py,,,football_trading
5018,shap.summary_plot,shap.summary_plot,150,qemtek\football_trading\packages\football_trading\football_trading\src\ModelEvaluator.py,,,football_trading
5019,shap.TreeExplainer,shap.TreeExplainer,38,qemtek\football_trading\packages\football_trading\football_trading\src\models\templates\XGBoostModel.py,,,football_trading
5020,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,compute_rdp,42,riku1212\dp-tsc-baseline\classifiers\base.py,privacy,Privacy,dp-tsc-baseline
5021,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,get_privacy_spent,44,riku1212\dp-tsc-baseline\classifiers\base.py,privacy,Privacy,dp-tsc-baseline
5022,tensorflow_privacy.privacy.optimizers.dp_optimizer.DPAdamGaussianOptimizer,DPAdamGaussianOptimizer,60,riku1212\dp-tsc-baseline\classifiers\fcn.py,privacy,Privacy,dp-tsc-baseline
5023,tensorflow_privacy.privacy.optimizers.dp_optimizer.DPAdamGaussianOptimizer,DPAdamGaussianOptimizer,49,riku1212\dp-tsc-baseline\classifiers\lstm.py,privacy,Privacy,dp-tsc-baseline
5024,tensorflow_privacy.privacy.optimizers.dp_optimizer.DPAdamGaussianOptimizer,DPAdamGaussianOptimizer,113,riku1212\dp-tsc-baseline\classifiers\resnet.py,privacy,Privacy,dp-tsc-baseline
5026,tensorflow_privacy.privacy.optimizers.dp_optimizer.DPGradientDescentGaussianOptimizer,dp_optimizer.DPGradientDescentGaussianOptimizer,55,riku1212\dp-tsc-baseline\privacy\research\GDP_2019\adult_tutorial.py,privacy,Privacy,dp-tsc-baseline
5027,tensorflow_privacy.privacy.analysis.gdp_accountant.compute_eps_poisson,compute_eps_poisson,146,riku1212\dp-tsc-baseline\privacy\research\GDP_2019\adult_tutorial.py,privacy,Privacy,dp-tsc-baseline
5028,tensorflow_privacy.privacy.analysis.gdp_accountant.compute_mu_poisson,compute_mu_poisson,148,riku1212\dp-tsc-baseline\privacy\research\GDP_2019\adult_tutorial.py,privacy,Privacy,dp-tsc-baseline
5030,tensorflow_privacy.privacy.optimizers.dp_optimizer.DPAdamGaussianOptimizer,dp_optimizer.DPAdamGaussianOptimizer,59,riku1212\dp-tsc-baseline\privacy\research\GDP_2019\imdb_tutorial.py,privacy,Privacy,dp-tsc-baseline
5031,tensorflow_privacy.privacy.analysis.gdp_accountant.compute_eps_poisson,compute_eps_poisson,146,riku1212\dp-tsc-baseline\privacy\research\GDP_2019\imdb_tutorial.py,privacy,Privacy,dp-tsc-baseline
5032,tensorflow_privacy.privacy.analysis.gdp_accountant.compute_mu_poisson,compute_mu_poisson,148,riku1212\dp-tsc-baseline\privacy\research\GDP_2019\imdb_tutorial.py,privacy,Privacy,dp-tsc-baseline
5046,tensorflow_privacy.privacy.analysis.compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,compute_dp_sgd_privacy,46,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\compute_dp_sgd_privacy.py,privacy,Privacy,dp-tsc-baseline
5047,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,compute_rdp,25,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\compute_dp_sgd_privacy_lib.py,privacy,Privacy,dp-tsc-baseline
5048,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,get_privacy_spent,27,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\compute_dp_sgd_privacy_lib.py,privacy,Privacy,dp-tsc-baseline
5049,tensorflow_privacy.privacy.analysis.compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,21,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\compute_dp_sgd_privacy_test.py,privacy,Privacy,dp-tsc-baseline
5050,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,74,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger.py,privacy,Privacy,dp-tsc-baseline
5051,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,80,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger.py,privacy,Privacy,dp-tsc-baseline
5052,tensorflow_privacy.privacy.analysis.privacy_ledger.PrivacyLedger,privacy_ledger.PrivacyLedger,23,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,privacy,Privacy,dp-tsc-baseline
5053,tensorflow_privacy.privacy.analysis.privacy_ledger.PrivacyLedger,privacy_ledger.PrivacyLedger,26,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,privacy,Privacy,dp-tsc-baseline
5054,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,47,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,privacy,Privacy,dp-tsc-baseline
5055,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,49,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,privacy,Privacy,dp-tsc-baseline
5056,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,55,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,privacy,Privacy,dp-tsc-baseline
5057,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,67,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,privacy,Privacy,dp-tsc-baseline
5058,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,83,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,privacy,Privacy,dp-tsc-baseline
5059,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,85,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,privacy,Privacy,dp-tsc-baseline
5060,tensorflow_privacy.privacy.dp_query.nested_query.NestedQuery,nested_query.NestedQuery,88,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,privacy,Privacy,dp-tsc-baseline
5061,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,89,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,privacy,Privacy,dp-tsc-baseline
5062,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,98,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,privacy,Privacy,dp-tsc-baseline
5063,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,110,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\privacy_ledger_test.py,privacy,Privacy,dp-tsc-baseline
5064,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,70,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5065,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,74,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5066,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,77,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5067,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,81,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5068,tensorflow_privacy.privacy.analysis.rdp_accountant._compute_log_a,rdp_accountant._compute_log_a,103,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5069,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,109,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5070,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,rdp_accountant.get_privacy_spent,110,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5071,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,117,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5072,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,rdp_accountant.get_privacy_spent,118,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5073,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,127,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5074,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,rdp_accountant.get_privacy_spent,132,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5075,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,135,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5076,tensorflow_privacy.privacy.analysis.rdp_accountant.get_privacy_spent,rdp_accountant.get_privacy_spent,139,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5077,tensorflow_privacy.privacy.analysis.privacy_ledger.GaussianSumQueryEntry,privacy_ledger.GaussianSumQueryEntry,152,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5078,tensorflow_privacy.privacy.analysis.privacy_ledger.SampleEntry,privacy_ledger.SampleEntry,154,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5079,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp,rdp_accountant.compute_rdp,157,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5080,tensorflow_privacy.privacy.analysis.rdp_accountant.compute_rdp_from_ledger,rdp_accountant.compute_rdp_from_ledger,158,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\rdp_accountant_test.py,privacy,Privacy,dp-tsc-baseline
5083,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,20,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_eager.py,privacy,Privacy,dp-tsc-baseline
5084,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,32,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_eager.py,privacy,Privacy,dp-tsc-baseline
5085,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,37,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_eager.py,privacy,Privacy,dp-tsc-baseline
5086,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,47,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_eager.py,privacy,Privacy,dp-tsc-baseline
5087,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,20,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_graph.py,privacy,Privacy,dp-tsc-baseline
5088,tensorflow_privacy.privacy.analysis.tensor_buffer.TensorBuffer,tensor_buffer.TensorBuffer,40,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\analysis\tensor_buffer_test_graph.py,privacy,Privacy,dp-tsc-baseline
5089,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexMixin,StrongConvexMixin,56,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py,privacy,Privacy,dp-tsc-baseline
5090,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexMixin,StrongConvexMixin,71,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py,privacy,Privacy,dp-tsc-baseline
5091,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexBinaryCrossentropy,StrongConvexBinaryCrossentropy,95,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py,privacy,Privacy,dp-tsc-baseline
5092,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexBinaryCrossentropy,StrongConvexBinaryCrossentropy,125,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py,privacy,Privacy,dp-tsc-baseline
5093,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexBinaryCrossentropy,StrongConvexBinaryCrossentropy,161,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py,privacy,Privacy,dp-tsc-baseline
5094,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexBinaryCrossentropy,StrongConvexBinaryCrossentropy,200,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py,privacy,Privacy,dp-tsc-baseline
5095,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexBinaryCrossentropy,StrongConvexBinaryCrossentropy,228,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py,privacy,Privacy,dp-tsc-baseline
5096,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexHuber,StrongConvexHuber,255,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py,privacy,Privacy,dp-tsc-baseline
5097,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexHuber,StrongConvexHuber,295,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py,privacy,Privacy,dp-tsc-baseline
5098,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexHuber,StrongConvexHuber,366,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py,privacy,Privacy,dp-tsc-baseline
5099,tensorflow_privacy.privacy.bolt_on.losses.StrongConvexHuber,StrongConvexHuber,405,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\losses_test.py,privacy,Privacy,dp-tsc-baseline
5100,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,BoltOn,92,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\models.py,privacy,Privacy,dp-tsc-baseline
5101,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,134,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,privacy,Privacy,dp-tsc-baseline
5102,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,150,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,privacy,Privacy,dp-tsc-baseline
5103,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,174,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,privacy,Privacy,dp-tsc-baseline
5104,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,201,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,privacy,Privacy,dp-tsc-baseline
5105,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,270,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,privacy,Privacy,dp-tsc-baseline
5106,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,BoltOn,338,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,privacy,Privacy,dp-tsc-baseline
5107,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,374,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,privacy,Privacy,dp-tsc-baseline
5108,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,460,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,privacy,Privacy,dp-tsc-baseline
5109,tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,527,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\models_test.py,privacy,Privacy,dp-tsc-baseline
5110,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,204,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py,privacy,Privacy,dp-tsc-baseline
5111,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,263,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py,privacy,Privacy,dp-tsc-baseline
5112,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,298,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py,privacy,Privacy,dp-tsc-baseline
5113,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,333,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py,privacy,Privacy,dp-tsc-baseline
5114,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,361,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py,privacy,Privacy,dp-tsc-baseline
5115,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,414,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py,privacy,Privacy,dp-tsc-baseline
